[2026-01-19 13:48:02] INFO     | logger > === Log rotation: new file created at 2026-01-19 13:48:02 ===
[2026-01-19 13:48:02] INFO     | logger > === Log rotation: new file created at 2026-01-19 13:48:02 ===
[2026-01-19 13:48:02] INFO     | MangaBuff > ============================================================
[2026-01-19 13:48:02] INFO     | MangaBuff >   ЗАПУСК ПРИЛОЖЕНИЯ MANGABUFF
[2026-01-19 13:48:02] INFO     | MangaBuff > ============================================================
[2026-01-19 13:48:02] INFO     | MangaBuff > Версия: 2.5 (исправлен режим ожидания)
[2026-01-19 13:48:02] INFO     | MangaBuff > Время запуска: 2026-01-19 13:48:02
[2026-01-19 13:48:02] INFO     | MangaBuff.proxy_manager > Прочитан прокси из файла: 62.233.39.89:1080@Pr...
[2026-01-19 13:48:02] INFO     | MangaBuff.proxy_manager > Формат host:port@user:pass обнаружен
[2026-01-19 13:48:02] INFO     | MangaBuff.proxy_manager > Host: 62.233.39.89, Port: 1080, User: PrsRUS1HZZ1GZ
[2026-01-19 13:48:02] INFO     | MangaBuff.proxy_manager > 🔄 Получение текущего IP...
[2026-01-19 13:48:02] INFO     | MangaBuff.proxy_manager > 🌐 Текущий IP: 79.132.21.234
[2026-01-19 13:48:02] INFO     | MangaBuff.proxy_manager > 🔄 Обновление IP в прокси через API...
[2026-01-19 13:48:03] WARNING  | MangaBuff.proxy_manager > ⚠️ Не удалось обновить IP (код: 404)
[2026-01-19 13:48:03] INFO     | MangaBuff.proxy_manager > Proxy: socks5://PrsRUS1HZZ1GZ:***@62.233.39.89:1080
[2026-01-19 13:48:03] INFO     | MangaBuff.telegram_users_db > Загружено 3 пользователей
[2026-01-19 13:48:03] INFO     | MangaBuff.telegram_unified > Telegram unified handler использует прокси
[2026-01-19 13:48:04] INFO     | MangaBuff.telegram_unified > ✅ Telegram бот подключен: @fsdfewfewsfd_bot
[2026-01-19 13:48:04] INFO     | MangaBuff.telegram_unified > 🤖 Telegram unified handler запущен и ожидает...
[2026-01-19 13:48:04] INFO     | MangaBuff.telegram_unified > ✅ Unified handler запущен
[2026-01-19 13:48:04] INFO     | MangaBuff.telegram_unified > 👁️  Мониторинг триггеров: смена карты, смена, заменить, замени, change card, replace
[2026-01-19 13:48:04] INFO     | MangaBuff.telegram_unified > 📱 Отправьте /start боту для регистрации
[2026-01-19 13:48:04] INFO     | MangaBuff.telegram_notifier > Telegram notifier использует прокси: Proxy: socks5://PrsRUS1HZZ1GZ:***@62.233.39.89:1080
[2026-01-19 13:48:05] INFO     | MangaBuff.telegram_notifier > Telegram bot connected: @fsdfewfewsfd_bot
[2026-01-19 13:48:05] INFO     | MangaBuff.auth > Попытка входа для email: deb***@gmail.com
[2026-01-19 13:48:05] INFO     | MangaBuff.auth > Прокси настроен: Proxy: socks5://PrsRUS1HZZ1GZ:***@62.233.39.89:1080
[2026-01-19 13:48:06] INFO     | MangaBuff.auth > Авторизация успешна
[2026-01-19 13:48:06] INFO     | MangaBuff.utils > Авторизация успешна

[2026-01-19 13:48:06] INFO     | MangaBuff.utils > Монитор истории запущен (проверка каждые 60с)

[2026-01-19 13:48:08] INFO     | MangaBuff.utils > Всего загружено: 1038 карточек
[2026-01-19 13:48:08] INFO     | MangaBuff.inventory > 🔄 Синхронизация инвентаря с пропарсенными данными...
[2026-01-19 13:48:08] INFO     | MangaBuff.inventory > Пропарсенный инвентарь пустой, синхронизация не требуется
[2026-01-19 13:48:08] INFO     | MangaBuff.utils > Синхронизация завершена

[2026-01-19 13:48:08] INFO     | MangaBuff.boost > 📝 Card ID: 22211
[2026-01-19 13:48:08] INFO     | MangaBuff.boost > 📦 Получение информации из инвентаря владельца...
[2026-01-19 13:48:08] INFO     | MangaBuff.boost > 🔍 Поиск информации о карте 22211 через инвентарь владельца...
[2026-01-19 13:48:09] INFO     | MangaBuff.boost > ✅ Найдено: Ярисоён | Ранг: D | Instance: 388680375
[2026-01-19 13:48:09] INFO     | MangaBuff.boost > 📊 Владельцев: 1710 | Желающих: 1
[2026-01-19 13:48:10] INFO     | MangaBuff.boost > Найдено участников клуба с картой: 1
[2026-01-19 13:48:10] INFO     | MangaBuff.boost > ✅ Найдено участников клуба с картой: 1
[2026-01-19 13:48:10] INFO     | MangaBuff.boost >    LTM I tontrus (ID: 46873)
[2026-01-19 13:48:10] INFO     | MangaBuff.boost > ✅ Информация о карте собрана: Ярисоён (Ранг: D)
[2026-01-19 13:48:10] INFO     | MangaBuff.utils > Карточка для вклада:
[2026-01-19 13:48:10] INFO     | MangaBuff.telegram_notifier > 🔍 Найдено 0 настроек уведомлений
[2026-01-19 13:48:10] INFO     | MangaBuff.telegram_notifier > 📊 Распределение: ЛС=0, Тег=0
[2026-01-19 13:48:10] INFO     | MangaBuff.telegram_notifier > 📋 Участники клуба: LTM I tontrus
[2026-01-19 13:48:10] INFO     | MangaBuff.telegram_notifier > ℹ️  Тег не добавлен (все выбрали ЛС или нет привязок)
[2026-01-19 13:48:10] INFO     | MangaBuff.telegram_notifier > 📤 Отправка уведомления во вклад...
[2026-01-19 13:48:11] WARNING  | MangaBuff.telegram_notifier > Telegram API error: 400
[2026-01-19 13:48:11] ERROR    | MangaBuff.telegram_notifier > ❌ Не удалось отправить уведомление во вклад
[2026-01-19 13:48:11] ERROR    | MangaBuff.telegram_notifier > ❌ Не удалось отправить ни одно уведомление
[2026-01-19 13:48:11] WARNING  | MangaBuff.utils > Не удалось отправить уведомление
[2026-01-19 13:48:11] INFO     | MangaBuff.monitor > 🔄 Запущен мониторинг страницы: https://mangabuff.ru/clubs/klub-taro-2/boost
[2026-01-19 13:48:11] INFO     | MangaBuff.monitor > Проверка каждые 2 секунд...
[2026-01-19 13:48:11] INFO     | MangaBuff.monitor > Отслеживание: буст + смена карты в клубе
[2026-01-19 13:48:11] INFO     | MangaBuff.monitor > 📱 Telegram уведомления: ВКЛЮЧЕНЫ
[2026-01-19 13:48:11] INFO     | MangaBuff.monitor > Нажмите Ctrl+C для остановки
[2026-01-19 13:48:12] WARNING  | MangaBuff.utils > 
⛔ Лимит вкладов достигнут!
[2026-01-19 13:48:14] INFO     | MangaBuff.utils > ✅ Обмены отменены
[2026-01-19 13:48:14] INFO     | MangaBuff > ============================================================
[2026-01-19 13:48:14] INFO     | MangaBuff >   ⏸️  РЕЖИМ ОЖИДАНИЯ
[2026-01-19 13:48:14] INFO     | MangaBuff > ============================================================
[2026-01-19 13:48:51] INFO     | MangaBuff.telegram_unified > 📩 Команда от amaterasu (7991034391): /list
[2026-01-19 13:48:52] INFO     | MangaBuff.telegram_unified > Показан список из 2 аккаунтов для 7991034391
[2026-01-19 13:49:02] INFO     | MangaBuff.telegram_unified > 📩 Callback от 7991034391: account:1028092
[2026-01-19 13:49:03] INFO     | MangaBuff.telegram_unified > Показаны настройки для User1028092 (1028092)
[2026-01-19 13:49:04] INFO     | MangaBuff.telegram_unified > 📩 Callback от 7991034391: notify:1028092:dm
[2026-01-19 13:49:04] INFO     | MangaBuff.telegram_unified > 🔧 Изменение типа через кнопку: TG 7991034391 -> MB 1028092 -> dm
[2026-01-19 13:49:04] INFO     | MangaBuff.telegram_users_db > ✅ Аккаунт найден! Изменяем tag -> dm
[2026-01-19 13:49:04] INFO     | MangaBuff.telegram_users_db > ✅ База данных сохранена
[2026-01-19 13:49:05] INFO     | MangaBuff.telegram_unified > Показаны настройки для User1028092 (1028092)
[2026-01-19 13:49:05] INFO     | MangaBuff.telegram_unified > ✅ Тип уведомлений изменен: 1028092 -> dm
[2026-01-19 13:49:08] INFO     | MangaBuff.telegram_unified > 📩 Callback от 7991034391: back_to_list
[2026-01-19 13:49:10] INFO     | MangaBuff.telegram_unified > Показан список из 2 аккаунтов для 7991034391
