[2026-01-20 10:45:45] INFO     | logger > === Log rotation: new file created at 2026-01-20 10:45:45 ===
[2026-01-20 10:45:46] INFO     | logger > === Log rotation: new file created at 2026-01-20 10:45:46 ===
[2026-01-20 10:45:46] INFO     | MangaBuff > ============================================================
[2026-01-20 10:45:46] INFO     | MangaBuff >   ЗАПУСК ПРИЛОЖЕНИЯ MANGABUFF
[2026-01-20 10:45:46] INFO     | MangaBuff > ============================================================
[2026-01-20 10:45:46] INFO     | MangaBuff > Версия: 2.6 (добавлена валидация клуба)
[2026-01-20 10:45:46] INFO     | MangaBuff > Время запуска: 2026-01-20 10:45:46
[2026-01-20 10:45:46] INFO     | MangaBuff.proxy_manager > Прочитан прокси из файла: 62.233.39.89:1080@Pr...
[2026-01-20 10:45:46] INFO     | MangaBuff.proxy_manager > Формат host:port@user:pass обнаружен
[2026-01-20 10:45:46] INFO     | MangaBuff.proxy_manager > Host: 62.233.39.89, Port: 1080, User: PrsRUS1HZZ1GZ
[2026-01-20 10:45:46] INFO     | MangaBuff.proxy_manager > 🔄 Получение текущего IP...
[2026-01-20 10:45:46] INFO     | MangaBuff.proxy_manager > 🌐 Текущий IP: 79.132.21.234
[2026-01-20 10:45:46] INFO     | MangaBuff.proxy_manager > 🔄 Обновление IP в прокси через API...
[2026-01-20 10:45:47] WARNING  | MangaBuff.proxy_manager > ⚠️ Не удалось обновить IP (код: 404)
[2026-01-20 10:45:47] INFO     | MangaBuff.proxy_manager > Proxy: socks5://PrsRUS1HZZ1GZ:***@62.233.39.89:1080
[2026-01-20 10:45:47] INFO     | MangaBuff.auth > Попытка входа для email: deb***@gmail.com
[2026-01-20 10:45:47] INFO     | MangaBuff.auth > Прокси настроен: Proxy: socks5://PrsRUS1HZZ1GZ:***@62.233.39.89:1080
[2026-01-20 10:45:48] INFO     | MangaBuff.auth > Авторизация успешна
[2026-01-20 10:45:48] INFO     | MangaBuff.utils > Авторизация успешна

[2026-01-20 10:45:48] INFO     | MangaBuff.telegram_users_db > Загружено 1 пользователей
[2026-01-20 10:45:48] INFO     | MangaBuff.telegram_users_db > Session установлена для парсинга никнеймов
[2026-01-20 10:45:48] INFO     | MangaBuff.main > ✅ Session установлена в БД для парсинга nicknames
[2026-01-20 10:45:48] INFO     | MangaBuff.club_validator > Создан валидатор для клуба: klub-taro-2
[2026-01-20 10:45:48] INFO     | MangaBuff.telegram_unified > ✅ Валидатор клуба инициализирован
[2026-01-20 10:45:49] INFO     | MangaBuff.telegram_unified > ✅ Telegram бот подключен: @fsdfewfewsfd_bot
[2026-01-20 10:45:49] INFO     | MangaBuff.telegram_unified > 🤖 Telegram unified handler запущен
[2026-01-20 10:45:49] INFO     | MangaBuff.telegram_unified > ✅ Unified handler запущен
[2026-01-20 10:45:49] INFO     | MangaBuff.telegram_unified > 👁️  Мониторинг триггеров: смена карты, смена, заменить, замени, change card, replace
[2026-01-20 10:45:49] INFO     | MangaBuff.telegram_unified > 📱 Отправьте /start боту для регистрации
[2026-01-20 10:45:49] INFO     | MangaBuff.telegram_unified > 🔐 Валидация клуба: klub-taro-2
[2026-01-20 10:45:49] INFO     | MangaBuff.telegram_notifier > Telegram notifier использует прокси: Proxy: socks5://PrsRUS1HZZ1GZ:***@62.233.39.89:1080
[2026-01-20 10:45:49] INFO     | MangaBuff.telegram_unified > 📩 Команда от amaterasu (7991034391): /profile
[2026-01-20 10:45:49] INFO     | MangaBuff.telegram_users_db > 🔄 Обновление nickname для 309607...
[2026-01-20 10:45:50] INFO     | MangaBuff.telegram_notifier > Telegram bot connected: @fsdfewfewsfd_bot
[2026-01-20 10:45:51] INFO     | MangaBuff.utils > Монитор истории запущен (проверка каждые 60с)

[2026-01-20 10:45:52] INFO     | MangaBuff.telegram_users_db > ✅ Nickname обновлен: Замок Сефира → Замок Сефира
[2026-01-20 10:45:53] INFO     | MangaBuff.telegram_unified > Показан список профилей для 7991034391
[2026-01-20 10:45:55] INFO     | MangaBuff.utils > Всего загружено: 1072 карточек
[2026-01-20 10:45:55] INFO     | MangaBuff.inventory > 🔄 Синхронизация инвентаря с пропарсенными данными...
[2026-01-20 10:45:55] INFO     | MangaBuff.inventory > Пропарсенный инвентарь пустой, синхронизация не требуется
[2026-01-20 10:45:55] INFO     | MangaBuff.utils > Синхронизация завершена

[2026-01-20 10:45:56] INFO     | MangaBuff.boost > 📝 Card ID: 291990
[2026-01-20 10:45:56] INFO     | MangaBuff.boost > 📦 Получение информации из инвентаря владельца...
[2026-01-20 10:45:56] INFO     | MangaBuff.boost > 🔍 Поиск информации о карте 291990 через инвентарь владельца...
[2026-01-20 10:45:58] INFO     | MangaBuff.boost > ✅ Найдено: Лианна | Ранг: E | Instance: 386660022
[2026-01-20 10:45:59] INFO     | MangaBuff.boost > 📊 Владельцев: 286 | Желающих: 109
[2026-01-20 10:46:00] INFO     | MangaBuff.boost > Участников клуба с этой картой не найдено
[2026-01-20 10:46:00] INFO     | MangaBuff.boost > ℹ️  Участников клуба с картой не найдено
[2026-01-20 10:46:00] INFO     | MangaBuff.boost > ✅ Информация о карте собрана: Лианна (Ранг: E)
[2026-01-20 10:46:00] INFO     | MangaBuff.utils > Карточка для вклада:
[2026-01-20 10:46:00] INFO     | MangaBuff.telegram_notifier > База данных или участники недоступны, отправляем только во вклад
[2026-01-20 10:46:00] INFO     | MangaBuff.telegram_notifier > ℹ️  Участников клуба с картой нет
[2026-01-20 10:46:00] INFO     | MangaBuff.telegram_notifier > ℹ️  Тег не добавлен (все выбрали ЛС или нет привязок)
[2026-01-20 10:46:00] INFO     | MangaBuff.telegram_notifier > 📤 Отправка уведомления во вклад...
[2026-01-20 10:46:01] INFO     | MangaBuff.telegram_notifier > ✅ Уведомление отправлено во вклад
[2026-01-20 10:46:01] INFO     | MangaBuff.utils > Уведомление отправлено в Telegram
[2026-01-20 10:46:01] INFO     | MangaBuff.monitor > 🔄 Запущен мониторинг страницы: https://mangabuff.ru/clubs/klub-taro-2/boost
[2026-01-20 10:46:01] INFO     | MangaBuff.monitor > Проверка каждые 2 секунд...
[2026-01-20 10:46:01] INFO     | MangaBuff.monitor > Отслеживание: буст + смена карты в клубе
[2026-01-20 10:46:01] INFO     | MangaBuff.monitor > 📱 Telegram уведомления: ВКЛЮЧЕНЫ
[2026-01-20 10:46:01] INFO     | MangaBuff.monitor > Нажмите Ctrl+C для остановки
[2026-01-20 10:46:02] WARNING  | MangaBuff.utils > 
⛔ Лимит вкладов достигнут!
[2026-01-20 10:46:04] INFO     | MangaBuff.utils > ✅ Обмены отменены
[2026-01-20 10:46:04] INFO     | MangaBuff > ============================================================
[2026-01-20 10:46:04] INFO     | MangaBuff >   ⏸️  РЕЖИМ ОЖИДАНИЯ
[2026-01-20 10:46:04] INFO     | MangaBuff > ============================================================
[2026-01-20 10:46:25] INFO     | MangaBuff.telegram_unified > 📩 Callback от 7991034391: profile:309607
[2026-01-20 10:46:25] INFO     | MangaBuff.telegram_unified > 📊 Загрузка профиля 309607 для 7991034391
[2026-01-20 10:46:26] INFO     | MangaBuff.google_sheets > Найден столбец 'ссылка бафф' (индекс 0)
[2026-01-20 10:46:26] INFO     | MangaBuff.google_sheets > ✅ Найден профиль для 309607
[2026-01-20 10:46:28] INFO     | MangaBuff.telegram_unified > ✅ Профиль 309607 отправлен
[2026-01-20 10:51:13] INFO     | MangaBuff > ------------------------------------------------------------
[2026-01-20 10:51:13] INFO     | MangaBuff >   📊 РЕЖИМ ОЖИДАНИЯ - Статистика
[2026-01-20 10:51:13] INFO     | MangaBuff > ------------------------------------------------------------
[2026-01-20 11:26:37] INFO     | logger > === Log rotation: new file created at 2026-01-20 11:26:37 ===
[2026-01-20 11:26:37] INFO     | logger > === Log rotation: new file created at 2026-01-20 11:26:37 ===
[2026-01-20 11:26:37] INFO     | MangaBuff > ============================================================
[2026-01-20 11:26:37] INFO     | MangaBuff >   ЗАПУСК ПРИЛОЖЕНИЯ MANGABUFF
[2026-01-20 11:26:37] INFO     | MangaBuff > ============================================================
[2026-01-20 11:26:37] INFO     | MangaBuff > Версия: 2.6 (добавлена валидация клуба)
[2026-01-20 11:26:37] INFO     | MangaBuff > Время запуска: 2026-01-20 11:26:37
[2026-01-20 11:26:37] INFO     | MangaBuff.proxy_manager > Прочитан прокси из файла: 62.233.39.89:1080@Pr...
[2026-01-20 11:26:37] INFO     | MangaBuff.proxy_manager > Формат host:port@user:pass обнаружен
[2026-01-20 11:26:37] INFO     | MangaBuff.proxy_manager > Host: 62.233.39.89, Port: 1080, User: PrsRUS1HZZ1GZ
[2026-01-20 11:26:37] INFO     | MangaBuff.proxy_manager > 🔄 Получение текущего IP...
[2026-01-20 11:26:37] INFO     | MangaBuff.proxy_manager > 🌐 Текущий IP: 79.132.21.234
[2026-01-20 11:26:37] INFO     | MangaBuff.proxy_manager > 🔄 Обновление IP в прокси через API...
[2026-01-20 11:26:38] WARNING  | MangaBuff.proxy_manager > ⚠️ Не удалось обновить IP (код: 404)
[2026-01-20 11:26:38] INFO     | MangaBuff.proxy_manager > Proxy: socks5://PrsRUS1HZZ1GZ:***@62.233.39.89:1080
[2026-01-20 11:26:38] INFO     | MangaBuff.auth > Попытка входа для email: deb***@gmail.com
[2026-01-20 11:26:38] INFO     | MangaBuff.auth > Прокси настроен: Proxy: socks5://PrsRUS1HZZ1GZ:***@62.233.39.89:1080
[2026-01-20 11:26:39] INFO     | MangaBuff.auth > Авторизация успешна
[2026-01-20 11:26:39] INFO     | MangaBuff.utils > Авторизация успешна

[2026-01-20 11:26:39] INFO     | MangaBuff.telegram_users_db > Загружено 1 пользователей
[2026-01-20 11:26:39] INFO     | MangaBuff.telegram_users_db > Session установлена для парсинга никнеймов
[2026-01-20 11:26:39] INFO     | MangaBuff.main > ✅ Session установлена в БД для парсинга nicknames
[2026-01-20 11:26:39] INFO     | MangaBuff.club_validator > Создан валидатор для клуба: klub-taro-2
[2026-01-20 11:26:39] INFO     | MangaBuff.telegram_unified > ✅ Валидатор клуба инициализирован
[2026-01-20 11:26:40] INFO     | MangaBuff.telegram_unified > ✅ Telegram бот подключен: @fsdfewfewsfd_bot
[2026-01-20 11:26:40] INFO     | MangaBuff.telegram_unified > 🤖 Telegram unified handler запущен
[2026-01-20 11:26:40] INFO     | MangaBuff.telegram_unified > ✅ Unified handler запущен
[2026-01-20 11:26:40] INFO     | MangaBuff.telegram_unified > 👁️  Мониторинг триггеров: смена карты, смена, заменить, замени, change card, replace
[2026-01-20 11:26:40] INFO     | MangaBuff.telegram_unified > 📱 Отправьте /start боту для регистрации
[2026-01-20 11:26:40] INFO     | MangaBuff.telegram_unified > 🔐 Валидация клуба: klub-taro-2
[2026-01-20 11:26:40] INFO     | MangaBuff.telegram_notifier > Telegram notifier использует прокси: Proxy: socks5://PrsRUS1HZZ1GZ:***@62.233.39.89:1080
[2026-01-20 11:26:41] INFO     | MangaBuff.telegram_unified > 📩 Команда от amaterasu (7991034391): /profile
[2026-01-20 11:26:41] INFO     | MangaBuff.telegram_notifier > Telegram bot connected: @fsdfewfewsfd_bot
[2026-01-20 11:26:41] INFO     | MangaBuff.utils > Монитор истории запущен (проверка каждые 60с)

[2026-01-20 11:26:42] INFO     | MangaBuff.telegram_unified > Показан список профилей для 7991034391
[2026-01-20 11:26:43] INFO     | MangaBuff.utils > Всего загружено: 1072 карточек
[2026-01-20 11:26:43] INFO     | MangaBuff.inventory > 🔄 Синхронизация инвентаря с пропарсенными данными...
[2026-01-20 11:26:43] INFO     | MangaBuff.inventory > Пропарсенный инвентарь пустой, синхронизация не требуется
[2026-01-20 11:26:43] INFO     | MangaBuff.utils > Синхронизация завершена

[2026-01-20 11:26:43] INFO     | MangaBuff.boost > 📝 Card ID: 291990
[2026-01-20 11:26:43] INFO     | MangaBuff.boost > 📦 Получение информации из инвентаря владельца...
[2026-01-20 11:26:43] INFO     | MangaBuff.boost > 🔍 Поиск информации о карте 291990 через инвентарь владельца...
[2026-01-20 11:26:44] INFO     | MangaBuff.telegram_unified > 📩 Callback от 7991034391: profile:309607
[2026-01-20 11:26:44] INFO     | MangaBuff.telegram_unified > 📊 Загрузка профиля 309607 для 7991034391
[2026-01-20 11:26:44] INFO     | MangaBuff.boost > ✅ Найдено: Лианна | Ранг: E | Instance: 386660022
[2026-01-20 11:26:45] INFO     | MangaBuff.google_sheets > Найден столбец 'ссылка бафф' (индекс 0)
[2026-01-20 11:26:45] INFO     | MangaBuff.google_sheets > ✅ Найден профиль для 309607
[2026-01-20 11:26:46] INFO     | MangaBuff.boost > 📊 Владельцев: 286 | Желающих: 109
[2026-01-20 11:26:46] INFO     | MangaBuff.boost > Участников клуба с этой картой не найдено
[2026-01-20 11:26:46] INFO     | MangaBuff.boost > ℹ️  Участников клуба с картой не найдено
[2026-01-20 11:26:46] INFO     | MangaBuff.boost > ✅ Информация о карте собрана: Лианна (Ранг: E)
[2026-01-20 11:26:46] INFO     | MangaBuff.utils > Карточка для вклада:
[2026-01-20 11:26:46] INFO     | MangaBuff.telegram_notifier > Карта Лианна (ID: 291990) уже отправлялась сегодня
[2026-01-20 11:26:46] WARNING  | MangaBuff.utils > Не удалось отправить уведомление
[2026-01-20 11:26:46] INFO     | MangaBuff.monitor > 🔄 Запущен мониторинг страницы: https://mangabuff.ru/clubs/klub-taro-2/boost
[2026-01-20 11:26:46] INFO     | MangaBuff.monitor > Проверка каждые 2 секунд...
[2026-01-20 11:26:46] INFO     | MangaBuff.monitor > Отслеживание: буст + смена карты в клубе
[2026-01-20 11:26:46] INFO     | MangaBuff.monitor > 📱 Telegram уведомления: ВКЛЮЧЕНЫ
[2026-01-20 11:26:46] INFO     | MangaBuff.monitor > Нажмите Ctrl+C для остановки
[2026-01-20 11:26:47] INFO     | MangaBuff.telegram_unified > ✅ Профиль 309607 отправлен
[2026-01-20 11:26:47] WARNING  | MangaBuff.utils > 
⛔ Лимит вкладов достигнут!
[2026-01-20 11:26:50] INFO     | MangaBuff.utils > ✅ Обмены отменены
[2026-01-20 11:26:50] INFO     | MangaBuff > ============================================================
[2026-01-20 11:26:50] INFO     | MangaBuff >   ⏸️  РЕЖИМ ОЖИДАНИЯ
[2026-01-20 11:26:50] INFO     | MangaBuff > ============================================================
